,corpus,val
4466,food okay and price mediocre,1
4467,friend's food also complete opposite supposed taste like (and look like),0
4468,service spotty sometimes really friendly and sometimes barely,0
4469,place however lot le pretension joya and thai food still above-average,1
4470,place incredibly tiny,0
4471,super-trendy and always someone take empty seat seems customer service deemed not essence,0
4472,went restaurant based amazing prior internet comment,1
4473,barely good food,0
4474,food average but tasty,1
4475,exception lemon salad much pepper eye started watering food decent not great,0
4476,people eat seem typical upper east side snob aware,0
4477,inside little cramped but expected popular place,0
4478,good food I would recommend but not fun night,0
4479,appetizer ok,1
4480,delivery late,0
4481,got served late,0
4482,nice and fresh but cannot give high score authentic thai,0
4483,place must cost owner afortune build amazing place,1
4484,not location but bad,0
4485,hardly anything positive,0
4486,walking around village and went place drink,1
4487,decent wine selection,1
4488,stuffing japanese food rare thing,1
4489,food good (certainly no il mulino) service horrendous,0
4490,food very expensive (we spent $160 lunch two) but extremely tasty,1
4491,sign special menu food and even waitstaff totally japanese,1
4492,I no food critic but I would like think tiny bit experience belt lived ny last 11 year,1
4493,excellent alternative fast food joint and ordering but food slightly disappointing,0
4494,work around corner and tried colleague first time lot complaint,0
4495,went boyfriend and another couple lot complaint,0
4496,rest menu limited everything good eats,1
4497,walked wednesday night and seated promptly,1
4498,close but not good enough,0
4499,place cannot get better,1
4500,sometimes get good food and ok service,1
4501,manager hardly present,0
4502,nothing need improved everthing perfect,1
4503,indian food dish great,1
4504,although place could little eye catching and roomier time not really matter,0
4505,went double date friend and girlfriend drink and appetizer enjoyed lot,1
4506,actually gave 10% tip (which never done despite mediocre food and service) felt totally ripped,0
4507,enjoyed food highly disappointed poor service (waiter not quite competent and slow service) and lack remorse,0
4508,food very good but part regular food nothing special,0
4509,touch jalapeno heat contrast and would very good indeed,1
4510,guacamole shrimp appetizer really great fillet very good not much like pizza came but fillet good neither u cared,0
4511,food asian-air fusion quite unique,1
4512,quite liked food and ambience I not quite sure really deserve michelin rating displayed proudly window,1
4513,hardly got noticed neglected,0
4514,ample complimentary garlic knot served,1
4515,people complaining service and lack parking space,0
4516,serve seasonal delicacy,1
4517,(always ask bartender seasonal beer,1
4518,everyone complaint quality,0
4519,and comparing chinatown restaurant simply not fair,0
4520,not cheap but not expensive either,0
4521,bill little high but worth,1
4522,ambience excellent but food not good,0
4523,place real empty,0
4524,tasty but expensive,0
4525,service super fast but quantity food very le,0
4526,lot many complaint service,0
4527,really liked noodle dish rice avenue compared green curry dish,1
4528,complaint would average cost $12-$15 per meal would like not worry finding seat,0
4529,rushed place,0
4530,service bit slow but harkens back year growing napoli italy thing not rushed and sit dinner table night,1
4531,service decent but not smooth would expect place price and reputation,0
4532,promo code barely worked,0
4533,not live ny but best friend and talking lot good thing place,0
4534,bad experience misleading rating,0
4535,food expensive but worth every bite,1
4536,sometimes get bad food and bad service sometimes get good food and good service,1
4537,dine thalia slightly deceiving beautiful outside bland inside,0
4538,love pongsri 48th but compared suan slow service and overpriced,0
4539,service ok,1
4540,wait staff blantently unappreciative business but best pie uws,1
4541,celebrity make sweat ride but like around part yawn and wonder whats hype,0
4542,located far city,0
4543,must say little pricey food not spectacular view,0
4544,service average,1
4545,discount code not work,0
4546,and family would go celebrate occassion prefer smaller quiter restaurant,1
4547,one east side much better one west side,1
4548,miso soup lacked flavor and fish unfortunately not well prepared past,0
4549,I read preview review - people either not new yorkers appreciation ambience food,1
4550,arrived dinner expecting impressed place impressive past - but -- past,0
4551,rao good restaurant but nothing special,0
4552,staff little bistro very friendly never experienced incompetency,0
4553,okay never write but not seem fair balance positive negative review,1
4554,decor nice though service spotty,1
4555,good and bad,0
4556,new restaurant still feature much classical furniture made tiffin attractive menu overhauled,1
4557,came restaurant week not save much but still great,1
4558,careful say spicy mean,0
4559,course atmosphere lacking but expect 24 hour bagel place anyways?,0
4560,dinner chicken tikka-masala and garlic naan,1
4561,o k pizza,1
4562,food decent best and ambience well matter opinion may consider sweet thing thought annoying,0
4563,service bit slow but very friendly,1
4564,moderate price,1
4565,try side side and no comparison,0
4566,biggest complaint un-tasty food although presented well,1
4567,great roofdeck nice group 30 somethings but no music kind quiet,0
4568,review accurate crowd and noise noisy,0
4569,little crowded and bit overpriced atmosphere filled energy (and beautiful people course) and food surprising good,1
4570,waiter slow but sweet,1
4571,good but not thought would,0
4572,cute place nice wait staff but would never go,0
4573,live street place located worst locality,0
4574,unique apppetizers,1
4575,would give average rating,1
4576,every dish unique,1
4577,moderately good dish,1
4578,wait long dim sum but not like sharing table typical raucous dim sum atmosphere not gig sleek (for chinatown) alternative,0
4579,awful dish served bland oily greasy,0
4580,place good potential but need significant amount work justify spending much money indian food get everywhere else,1
4581,acceptable service,1
4582,acceptable price,1
4583,seated sushi bar front yasuda,1
4584,lived chelsea two year and never noticed restaurant,0
4585,service optimal,1
4586,yes might wait no reservation,0
4587,food ok would never go back,0
4588,fiance took scopa last week birthday and could not believe food,0
4589,food very good but not very thai,0
4590,thalia beautiful restaurant beautiful people serving but food not quite match,0
4591,found service average but could 13 u,1
4592,bagel ok but sure not make special request,0
4593,portion small but food good make,1
4594,wine list extensive and easily hike otherwise reasonably priced meal,1
4595,saul pretty good but definitely not great,0
4596,would recommend roxy's but not food,0
4597,puke green wall leave lot desired but food very good,1
4598,wrong,0
4599,sapphire certainly not lacking ambiance and probably best decor indian restaurant new york city food not hoped,0
4600,not go mizu excellent service go large amount food amiable atmosphere and hole-in-the-wall feeling place,1
4601,food rather good but like wait,1
4602,decor place very diner-ish and kind place expect east village - not romantic simple small and sparse,1
4603,cute place and could good but need get act together,1
4604,sure enough exactly 30 minute later got call and seated promptly,1
4605,food good but very expensive casualness,0
4606,fallback restaurant price,0
4607,service ok but could better,1
4608,main course average portion and decent overall,1
4609,$300 bill bit steep but experience great,1
4610,I eaten pizza gruppo time but often order delivery,1
4611,average good thai food but terrible delivery,0
4612,should not call mexican restaurant,0
4613,would definitely go back very special occasion but not regular fine dining,0
4614,food dry and not cooked well,0
4615,service not consistently excellent -- decent,1
4616,food and service okay,1
4617,pretty place overly cute french way food insultingly horrible,0
4618,far service go waitress not particularly friendly but got job done,1
4619,perhaps night but suprisingly average 9 3 rating,0
4620,southern indian cuisine still,1
4621,staff not friendly but taste cover,1
4622,husband and ordered delicious cheese wine,1
4623,I not sure reviewer whining much,0
4624,live thai way living,1
